rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
184,Fordham,A10,16-16,93.19210868337547,331,94.27176908341933,35,0.46693200809922664,184,16,16,8,10,8-10,0.4987794247553256,0.3669891987128165,0.5614545809004541,0.4987794247553256,0.3669891987128165,0.5614545809004541,0.8432711457739503,0.8939412023532177,103.48705395515317,103.66522410670898,103.48705395515317,103.66522410670898,93.1775639083479,94.16754598068857,84.28515687347829,90.27981785938407,0.312137785058108,5,0.01909477016698069,1128.0,1189.0,1226.6375,0.9195870825732948,0.9693165258684819,0,0.4444444444444444,-8.383467713985214,190,131,67.61457773457985
185,Winthrop,BSth,23-9,103.89609083208143,148,105.32529237429554,242,0.4608014602062359,185,23,9,14,2,14-2,0.40285637466797186,0.484576481175084,0.32109139357799305,0.40285637466797186,0.484576481175084,0.32109139357799305,0.8853134036870047,0.8200118795206547,100.64573614544439,102.97151161647012,100.64573614544439,102.97151161647012,103.59466363332338,105.67636536852788,107.62729623735675,109.39569653376513,0.4532820641539464,2,0.15643371483219914,1195.0,1099.0,1106.4375,1.0800429305767385,0.9932779754843811,0,0.875,-3.2269734392672165,97,5,68.26220862771673
186,Cornell,Ivy,15-11,102.88694083780474,165,104.32942610849149,226,0.46005744959787004,186,15,11,7,7,7-7,0.39622570024261033,0.37238107445095125,0.3972305667458885,0.39622570024261033,0.37238107445095125,0.3972305667458885,0.8823608978055866,0.8491238249788505,101.1825854776291,104.19350431932679,101.1825854776291,104.19350431932679,100.59956763828764,103.28319992919235,96.28492860166807,104.84903636133532,0.27290918663533,2,0.008323366489744632,1037.0,1040.0,1021.1625,1.0155092847612401,1.0184471129717356,0,0.5,-6.3090539252872,153,158,71.83685973564747
187,Weber St.,BSky,21-12,101.9229459420201,185,103.35324060561845,201,0.46002083530873017,187,21,12,13,7,13-7,0.35355301185361254,0.4236405432613795,0.30504205558564645,0.35355301185361254,0.4236405432613795,0.30504205558564645,0.9173513448700732,0.8754657300371972,100.77867921843861,106.07548478751596,100.77867921843861,106.07548478751596,102.30963283416281,102.28313563086633,99.83475997109905,113.99729372258714,0.17864272359152883,1,0.02350750451159289,1552.0,1417.0,1432.2999999999997,1.0835718773999863,0.9893178803323328,0,0.65,-7.500949536620457,177,120,69.48703732150025
188,Georgia,SEC,6-26,107.14080962772522,83,108.69975384391367,294,0.45856419956032896,188,6,26,1,17,1-17,0.6871865359609938,0.5045752785352938,0.8131931435789846,0.6871865359609938,0.5045752785352938,0.8131931435789846,0.7237206551684022,0.8718899742189637,105.75875348423814,97.22055995142223,105.75875348423814,97.22055995142223,111.14372224344568,109.58861891131944,117.16742110989509,111.38745297009898,0.6414758384911406,12,-0.12098957052460202,1274.0,1484.0,1263.6375,1.008200532193766,1.1743874331048263,0,0.05555555555555555,-13.596390653782878,287,349,68.58453265175591
189,Monmouth,MAAC,21-13,100.74580557649696,207,102.31694856738267,181,0.45562709116562455,189,21,13,11,9,11-9,0.46453493283673214,0.5887075443118985,0.39777322861760356,0.46453493283673214,0.5887075443118985,0.39777322861760356,0.8784175033576593,0.8082530533463079,101.10937271988472,102.44542904772194,101.10937271988472,102.44542904772194,97.92652722163612,103.09974005550514,110.40406021162293,103.73005357966177,0.6719643024784733,1,0.126663226888666,1336.0,1348.0,1349.2500000000002,0.9901797294793402,0.9990735593848432,0,0.55,-6.328591690251073,156,7,66.10111787431622
190,Troy,SB,20-11,97.84723461733344,264,99.41104423851388,120,0.4545405044615606,190,20,11,10,6,10-6,0.40684532500021653,0.3370514582398465,0.47290066391973173,0.40684532500021653,0.3370514582398465,0.47290066391973173,0.8930336893109384,0.8929423232424232,100.8828510942814,103.08928322416132,100.8828510942814,103.08928322416132,100.7137448069327,98.13779024201052,69.21615427931576,103.7587062820497,0.009418758313178855,1,0.09523716023144746,1063.0,1032.0,1065.6125000000002,0.9975483583385141,0.9684571080012667,0,0.625,-5.618928364457412,139,18,66.87825430060124
191,Navy,Pat,21-11,94.2445628609263,324,95.78924702610848,51,0.45339593626482916,191,21,11,12,6,12-6,0.35239239424249325,0.5198465549368613,0.2488942512870187,0.35239239424249325,0.5198465549368613,0.2488942512870187,0.902657710969027,0.818461721779827,100.14667135393195,106.31566423694846,100.14667135393195,106.31566423694846,92.61446609992196,95.14840158841676,126.81514574851818,123.03885211908938,0.586047230681656,2,0.050440853523160856,1143.0,1058.0,1156.5624999999998,0.9882734396109162,0.9147797892461499,0,0.6666666666666666,-6.042008357294453,144,70,64.62952147891185
192,Charlotte,CUSA,17-14,104.38331293514258,134,106.2884901443874,259,0.44818604127815415,192,17,14,10,8,10-8,0.4881891149214984,0.513162512266424,0.47920656778181986,0.4881891149214984,0.513162512266424,0.47920656778181986,0.858736025164848,0.831013863963438,102.50477984891974,102.86411392121525,102.50477984891974,102.86411392121525,103.27745925996969,105.84864993830934,111.21319410570419,113.55621849115406,0.44034462026151133,3,0.07132547976067444,1233.0,1249.0,1187.625,1.0382065045784654,1.0516787706557205,0,0.5555555555555556,-7.233716552492607,170,46,65.28431655552309
193,Texas Southern,SWAC,18-12,97.02714470378118,280,98.82592892175501,110,0.4473839920284868,193,18,12,13,5,13-5,0.3553458377938053,0.6897288399862567,0.20721205405489027,0.3553458377938053,0.6897288399862567,0.20721205405489027,0.8783910803267608,0.6744899505196938,98.24870071584205,104.58118343175153,98.24870071584205,104.58118343175153,96.58437372106548,100.58818378340447,104.10491918769716,97.33984979746643,0.6841033344437263,4,0.009378816136926038,1297.0,1169.0,1268.3249999999998,1.0226085585319222,0.9216880531409537,0,0.7222222222222222,-6.6160200913585605,162,156,67.57928574977298
194,Massachusetts,A10,15-17,110.65870150297702,39,112.72129452226207,344,0.447104180357359,194,15,17,7,11,7-11,0.5461712287655438,0.4656539763134362,0.5931927510203452,0.5461712287655438,0.4656539763134362,0.5931927510203452,0.834393932846659,0.8933784184323841,101.76394518315843,99.68428940250205,101.76394518315843,99.68428940250205,107.31290079526512,111.79693205156192,109.4907426282268,112.76805663268615,0.41601092331838774,5,0.04593472561386602,1296.0,1399.0,1257.125,1.0309237347121407,1.112856716714726,0,0.3888888888888889,-8.868142367019283,203,77,68.91542832277005
195,Wright St.,Horz,21-13,104.88054242120857,123,106.85534017444843,267,0.44657462587747715,195,21,13,15,7,15-7,0.3520403107388934,0.44833744534207765,0.29974025631332046,0.3520403107388934,0.44833744534207765,0.29974025631332046,0.9148964558714545,0.84584400711692,100.17107691003535,106.1814458814658,100.17107691003535,106.1814458814658,106.95009105645131,108.65403091457132,76.33293105756515,103.31134286604242,0.02987533389178757,1,0.012853961453090035,1692.0,1534.0,1493.775,1.1327007079379423,1.02692841960804,0,0.6818181818181818,-8.391280150885354,191,146,68.46120576697473
196,Florida Gulf Coast,ASun,21-11,104.34734120453783,135,106.31758627189642,260,0.44642794420294324,196,21,11,10,6,10-6,0.361679697858583,0.3371525384286477,0.3839902664135336,0.361679697858583,0.3371525384286477,0.3839902664135336,0.9151455315401943,0.9140930477349515,100.40239602026973,104.92013123915424,100.40239602026973,104.92013123915424,103.34023918472404,105.64619749261733,116.91705938909342,117.2069862070023,0.49287998222451224,1,0.057988377977934324,1229.0,1198.0,1157.2250000000001,1.0620233748838817,1.0352351530601223,0,0.625,-6.564168714848871,159,60,69.62952445184122
197,Old Dominion,CUSA,13-19,99.99048358007187,225,101.99274118710724,169,0.44324410977811596,197,13,19,8,10,8-10,0.49281206751431117,0.4549787349603125,0.5179962918424365,0.49281206751431117,0.4549787349603125,0.5179962918424365,0.8665313426086736,0.8842970703952541,102.66971791179196,102.39420155536106,102.66971791179196,102.39420155536106,102.1814932678407,100.94231082053483,103.71281278463316,117.06146568638464,0.1990336503019092,1,-0.05423271424067566,1227.0,1217.0,1198.825,1.0235021792171501,1.0151606781640357,0,0.4444444444444444,-12.16175684603963,264,287,64.1111621115765
198,Southern Utah,BSky,20-11,104.2694159336701,138,106.41925948439608,263,0.44159346470789146,198,20,11,14,6,14-6,0.35010825818094304,0.44064930254887946,0.30684537498964914,0.35010825818094304,0.44064930254887946,0.30684537498964914,0.9022250916807699,0.8205621709575753,100.24576141799947,105.35778006645518,100.24576141799947,105.35778006645518,106.35929939153846,107.69964492783738,83.40862534331809,99.9914943900433,0.11053046132354971,2,0.043049043168287504,1582.0,1457.0,1403.0499999999997,1.1275435658030721,1.0384519439791884,0,0.7,-6.365318162011157,157,84,68.31980987210544
199,Illinois St.,MVC,13-20,104.10124241852901,143,106.37006575916715,261,0.43832977883458635,199,13,20,5,13,5-13,0.4971361403016262,0.3553693347540753,0.5925432530411285,0.4971361403016262,0.3553693347540753,0.5925432530411285,0.8431087534594539,0.8887818785576881,102.9937143478832,101.82858363870334,102.9937143478832,101.82858363870334,104.31121669950967,105.46308547037106,114.52630271890031,115.18134495464358,0.4836089330540297,2,-0.07397228544834966,1273.0,1321.0,1243.3750000000002,1.0238262792801849,1.0624308836835226,0,0.2777777777777778,-12.13650773844685,262,314,67.90675101621954
200,UMKC,Sum,19-12,100.5381729133141,214,102.80092315213122,190,0.4363586252900656,200,19,12,12,6,12-6,0.3543540126936625,0.3351946808412561,0.36353501027442836,0.3543540126936625,0.3351946808412561,0.36353501027442836,0.8958410748789241,0.866873045753584,103.05984885810587,107.12546628073993,103.05984885810587,107.12546628073993,101.0449095278106,102.49778524888396,83.6189306674714,99.44927442142017,0.11985073990297078,2,0.0209125891933295,1344.0,1307.0,1256.5125,1.0696272420688213,1.0401806587678197,0,0.6666666666666666,-7.03679555749955,169,128,67.16787269235056
201,Arkansas St.,SB,18-11,98.26062568146358,255,100.53250036583302,136,0.4346600064442296,201,18,11,8,7,8-7,0.4070729381648221,0.32664051672158323,0.4672433204408888,0.4070729381648221,0.32664051672158323,0.4672433204408888,0.8771337066779877,0.8536768357004408,101.26353043485551,102.87647375146085,101.26353043485551,102.87647375146085,97.74240185076198,99.64789271061564,97.18285974820974,106.67246999214106,0.25512920069331974,2,0.07532384948674886,1020.0,1013.0,1036.9624999999999,0.9836421278493679,0.9768916426582448,0,0.5333333333333333,-5.696847385150543,140,39,68.09379714841552
202,Campbell,BSth,16-13,100.74216374342248,209,103.28102473231553,200,0.4289279634950069,202,16,13,8,8,8-8,0.33537027128191804,0.33454491442935297,0.32793020002395445,0.33537027128191804,0.33454491442935297,0.32793020002395445,0.9048175034353345,0.8563190009977114,98.78181039769599,103.55056440707315,98.78181039769599,103.55056440707315,101.73661722911861,105.48705355202668,107.69102821074112,93.73360940655739,0.8315018561512642,2,-0.053345228079908824,1047.0,1016.0,1007.3375000000001,1.0393735962376065,1.008599401888642,0,0.5,-8.805275854339742,202,284,62.14563329550499
203,Tarleton St.,WAC,14-17,99.51662183411199,234,102.08096326721014,171,0.4273728280144614,203,14,17,9,9,9-9,0.45453250955249547,0.48622372289943183,0.43164441102415263,0.45453250955249547,0.48622372289943183,0.43164441102415263,0.8252210183092072,0.7442867496355731,101.8321596891328,101.37056167287567,101.8321596891328,101.37056167287567,101.12592382913074,105.43380345541765,100.45190034433286,91.82222361110931,0.7374939041699343,3,-0.04701123375715466,1192.0,1220.0,1182.8,1.0077781535339871,1.031450794724383,0,0.5,-9.426395297744431,217,275,63.09159145654043
204,Fort Wayne,Horz,21-11,98.79501657721981,243,101.55007845881231,155,0.42157619083003794,204,21,11,15,6,15-6,0.31371538287848544,0.28067070787248005,0.3255224133578767,0.31371538287848544,0.28067070787248005,0.3255224133578767,0.935001196552752,0.9337769133056059,99.893569296966,107.23782582497448,99.893569296966,107.23782582497448,101.07346977656618,101.34741216285424,0,0,0,0,0.03267623189697144,1545.0,1442.0,1459.925,1.0582735414490472,0.9877219720191106,0,0.7142857142857143,-7.416881360475927,174,104,68.12373235510151
205,Loyola Marymount,WCC,11-18,105.5991273076719,110,108.58618297943487,290,0.4204852453234577,205,11,18,3,12,3-12,0.5770503379185952,0.5191612105430162,0.6300868997334236,0.5770503379185952,0.5191612105430162,0.6300868997334236,0.7845237508480865,0.8566159131376886,104.63828519491925,99.77087248973194,104.63828519491925,99.77087248973194,107.51419207852611,112.2518898960322,108.53523582663772,113.2529342318032,0.3800558476328171,7,0.007513981339189679,1039.0,1174.0,1013.9,1.0247558930861032,1.1579051188480127,0,0.2,-9.096594039797656,209,161,65.68656938126006
206,Indiana St.,MVC,11-20,98.43136602980044,253,101.23254887334292,149,0.42001801564791824,206,11,20,4,14,4-14,0.5052296964854893,0.37684562807765554,0.5945357375159376,0.5052296964854893,0.37684562807765554,0.5945357375159376,0.8277509956234202,0.8502560051401362,104.07543822851899,101.3506327679604,104.07543822851899,101.3506327679604,99.40188101397979,101.67396593733076,108.15450947361812,108.72289064670821,0.48493522128234806,3,-0.08615939704115805,1221.0,1346.0,1277.4375000000002,0.9558197563481577,1.0536719017564458,0,0.2222222222222222,-12.07730964320237,260,327,69.3335204550551
207,South Dakota,Sum,19-12,104.33817383615755,137,107.34616052096897,270,0.4190080384842131,207,19,12,11,7,11-7,0.3693446795865713,0.33321167373487504,0.36542301516490805,0.3693446795865713,0.33321167373487504,0.36542301516490805,0.9065840687573989,0.911192976078029,102.7247601008598,107.41838372003183,102.7247601008598,107.41838372003183,107.15336712364291,108.7198084475522,93.70543401820198,107.7490871041989,0.16714966251924376,1,0.044216391441395664,1395.0,1320.0,1214.7625,1.1483726242784082,1.0866321606075262,0,0.6111111111111112,-7.299225810399495,171,80,65.61543098208146
208,Nicholls St.,Slnd,21-11,100.33618148601936,221,103.26531149856243,199,0.41801818456128814,208,21,11,11,3,11-3,0.3096177163939173,0.38836574436189886,0.2127253666391147,0.3096177163939173,0.38836574436189886,0.2127253666391147,0.8793826714120653,0.804609298066581,100.57849991202309,106.77821783706761,100.57849991202309,106.77821783706761,99.87790855491964,103.4689886219139,104.76517288186199,98.28661280363204,0.6757012781433188,4,0.021717841302652086,1102.0,1015.0,1028.125,1.071854103343465,0.9872340425531915,0,0.7857142857142857,-5.714186272508148,142,126,69.61252644673363
209,UC Davis,BW,13-11,98.02697477715344,259,101.11075785255113,145,0.41187996704684976,209,14,10,6,6,6-6,0.3455023905164123,0.3190470700809409,0.36725000926443685,0.3455023905164123,0.3190470700809409,0.36725000926443685,0.9209616818413321,0.9097113100140731,99.62785080350105,104.56507745486975,99.62785080350105,104.56507745486975,100.28295173111248,103.95561990626572,100.66233835429254,84.0414706925896,0.8884797422377221,1,-0.04709107379148991,812.0,803.0,796.475,1.0194921372296681,1.0081923475313097,0,0.5,-7.887161367086568,182,277,67.15992042403717
210,Valparaiso,MVC,14-18,102.16711633270006,179,105.48596908667685,246,0.40911311058730687,210,14,18,6,12,6-12,0.4987085064806818,0.3590027342578233,0.5957229997375326,0.4987085064806818,0.3590027342578233,0.5957229997375326,0.849775030434637,0.9125561587410673,103.16587572528191,102.01391329853473,103.16587572528191,102.01391329853473,102.96908817031297,107.83909183791275,113.26732815882347,96.26765900788367,0.8664711023492115,1,-0.00752408392345949,1227.0,1340.0,1220.55,1.0052845028880424,1.0978657162754497,0,0.3333333333333333,-10.550170132539776,234,193,65.07891814876878
211,Pittsburgh,ACC,11-21,98.56734572222192,250,101.77373700507668,160,0.40899086400967716,211,11,21,6,14,6-14,0.6706546732277601,0.5430930401083756,0.7442941764280081,0.6706546732277601,0.5430930401083756,0.7442941764280081,0.7548912839855885,0.8511479208439078,107.39947543510588,99.78012503943422,107.39947543510588,99.78012503943422,101.70511078516122,102.91622414746992,103.6618495173812,105.38714756501797,0.45268570392482416,10,0.05529878371822178,1251.0,1405.0,1278.725,0.97831824669104,1.098750708713758,0,0.3,-9.645068725006784,224,62,63.84438189545672
212,San Diego,WCC,15-16,96.83469810131325,282,99.98965801650127,129,0.4088537679437465,212,15,16,7,9,7-9,0.5108640585289339,0.38803873127561245,0.6226731319485049,0.5108640585289339,0.38803873127561245,0.6226731319485049,0.8058811344041814,0.8768117050382152,103.64453710925883,101.00395322396687,103.64453710925883,101.00395322396687,98.53625635996387,100.57067166417151,99.52485248780242,103.76648170547274,0.3822616591969805,8,0.05300148267984889,1047.0,1162.0,1101.6249999999998,0.9504141608986726,1.0548054011119938,0,0.4375,-7.441208723893519,175,65,65.58477020422734
213,Northern Colorado,BSky,20-15,107.08764199099735,84,110.9371289412721,331,0.39983933405564703,213,21,14,13,7,13-7,0.3732145641131114,0.46736980065683836,0.3109357770848201,0.3732145641131114,0.46736980065683836,0.3109357770848201,0.877237786547432,0.7626176508560413,101.36393232827655,104.72933176935605,101.36393232827655,104.72933176935605,108.09908947576601,112.76142784835375,106.49141727576885,106.16365248793213,0.5088615412764581,4,0.02459018978035077,1629.0,1568.0,1436.75,1.1338089437967636,1.0913520097442144,0,0.65,-8.75987820502599,200,118,69.33596525703271
214,Harvard,Ivy,13-13,97.29449773445735,273,101.05031225837232,144,0.39279583731799894,214,13,13,5,9,5-9,0.3569005313977216,0.29886865367791815,0.40664214087183886,0.3569005313977216,0.29886865367791815,0.40664214087183886,0.9192367687886732,0.9311862642876352,100.41803698260334,104.8447709193844,100.41803698260334,104.8447709193844,97.15607557843113,102.30843000717051,0,0,0,0,-0.0646129458809892,945.0,981.0,959.9124999999999,0.9844647298581903,1.0219681481385023,0,0.35714285714285715,-9.473021734716298,218,306,67.01518209876775
215,Oregon St.,P12,3-28,105.44582384375288,113,109.560629779028,309,0.3916863851052187,215,3,28,1,19,1-19,0.6979454172338195,0.5750021753441297,0.7550725092120486,0.6979454172338195,0.5750021753441297,0.7550725092120486,0.7260921191676419,0.8236777639629513,106.62545309650315,97.66249217891321,106.62545309650315,97.66249217891321,107.56318861346112,111.53708182599009,108.607909405253,108.01484983260276,0.5157369186825165,9,-0.14947735317242125,1365.0,1634.0,1372.4875,0.994544576908715,1.1905390759478685,0,0.05,-15.956545906829707,320,357,66.49233776764248
216,Penn,Ivy,12-16,104.91125576856447,121,109.0668872644262,298,0.3901373089617961,216,12,16,9,5,9-5,0.5178758836703531,0.6350149178212376,0.40701472457539334,0.5178758836703531,0.6350149178212376,0.40701472457539334,0.8295248338761307,0.7400511408265185,102.6962681828845,102.04457112724671,102.6962681828845,102.04457112724671,105.45258606893857,108.73257693507594,124.46999069792062,126.64095545334418,0.45045064151209985,4,0.04168875859958604,1058.0,1049.0,993.9875000000002,1.0643997032155834,1.0553452633961693,0,0.6428571428571429,-8.752244445773343,198,85,67.79946911453888
217,Cal Baptist,WAC,18-15,98.59131325568072,249,102.63937422182552,187,0.38633546043941563,217,18,15,7,11,7-11,0.3838094212902438,0.29605020028265766,0.446096442299791,0.3838094212902438,0.29605020028265766,0.446096442299791,0.8750879990190522,0.864811025478651,99.81661170916892,103.4692479254672,99.81661170916892,103.4692479254672,100.41858760053077,102.98769482217192,89.29505862480532,95.71607313509725,0.31033342164874883,2,-0.007275642979047148,1252.0,1249.0,1251.6375,1.000289620597018,0.9978927604837662,0,0.3888888888888889,-8.972057262008684,205,192,67.35224338352161
218,Boston University,Pat,21-12,104.81775437880556,124,109.22309082425772,302,0.38380065164642463,218,21,12,11,7,11-7,0.30241265609813955,0.3576046134170697,0.2564708225588163,0.30241265609813955,0.3576046134170697,0.2564708225588163,0.9339213099135166,0.9130457166853281,97.0958497233464,105.26466859842122,97.0958497233464,105.26466859842122,103.67530680039464,110.59643247675633,0,0,0,0,0.03607179223030832,1298.0,1242.0,1190.375,1.0904126850782316,1.0433686863383387,0,0.6111111111111112,-8.281676138001869,188,94,64.97744513879648
219,Detroit,Horz,14-15,105.20771880103831,115,109.64776767212754,312,0.38334623331315243,219,14,15,10,7,10-7,0.40067763034909587,0.5169613146833582,0.3412239264077674,0.40067763034909587,0.5169613146833582,0.3412239264077674,0.8821301559517094,0.7954084388476582,100.54528839801785,104.53140059063864,100.54528839801785,104.53140059063864,104.8896790675831,106.29401903156096,97.97782407233142,116.89966865956389,0.11602624488080626,2,-0.00963410985100438,1194.0,1142.0,1104.9125,1.0806285565599087,1.0335660063579697,0,0.5882352941176471,-9.594161743789765,222,201,64.72887197938094
220,George Washington,A10,12-18,99.28584061757242,236,103.48665487063573,207,0.3830655828976202,220,12,18,8,9,8-9,0.5167185558191001,0.41832451835472834,0.5902681337616367,0.5167185558191001,0.41832451835472834,0.5902681337616367,0.8435478065149489,0.8889053338202187,102.4818949439224,101.79686490810101,102.4818949439224,101.79686490810101,102.27843610715604,104.45490429920277,94.5003929198341,113.69272369494976,0.10656702166325692,3,0.007178941284008922,1182.0,1253.0,1193.825,0.9900948631499591,1.0495675664356166,0,0.47058823529411764,-10.737596907671145,239,162,68.91223655566118
221,Niagara,MAAC,14-16,98.22398821308235,256,102.41495796806645,183,0.3821348723457859,221,14,16,9,11,9-11,0.4110199554167489,0.41949914365576657,0.40497396392054463,0.4110199554167489,0.41949914365576657,0.40497396392054463,0.8880446958457273,0.8355855215304381,100.8489105135175,103.50784137709181,100.8489105135175,103.50784137709181,97.57236053943815,103.55359213068637,100.85813423934542,95.26995394084945,0.6582499297601777,2,-0.015360347196105795,1329.0,1339.0,1336.3874999999998,0.9944720374891266,1.0019548970639132,0,0.45,-10.703312732628367,238,210,64.19769102750462
222,Fairfield,MAAC,15-18,99.04071989681239,240,103.51552188138302,208,0.3756177687121282,222,15,18,8,12,8-12,0.37957373841017006,0.3224683858140782,0.4056137982969685,0.37957373841017006,0.3224683858140782,0.4056137982969685,0.9074465838862071,0.9028638398548613,99.7155339455766,104.21884730939743,99.7155339455766,104.21884730939743,99.15754147628965,104.19833408562795,101.90547505480328,94.85223806421705,0.6952631585841358,1,-0.06085901819785694,1294.0,1329.0,1304.9374999999998,0.99161837252742,1.0184395804396764,0,0.4,-13.008485277425166,279,296,64.10306190223871
223,James Madison,CAA,15-14,102.63616311046587,169,107.37181737074093,271,0.37314805191046874,223,15,14,6,12,6-12,0.46419217790983863,0.4342887432430439,0.48246649909510203,0.46419217790983863,0.4342887432430439,0.48246649909510203,0.8808152724446351,0.8870609906604385,102.64423490747329,102.77821487325026,102.64423490747329,102.77821487325026,104.62270890497446,111.71874075343382,103.02562562885466,98.66788552792066,0.6217563321859506,1,0.07542615842141281,1334.0,1426.0,1269.1375000000003,1.0511075435088788,1.1235977189232842,0,0.3333333333333333,-8.382656986291245,189,37,68.86682195789068
224,La Salle,A10,11-19,98.2221393324347,257,102.76203029615108,189,0.3729412547844397,224,11,19,5,13,5-13,0.5243334702077349,0.3434773231755308,0.6078642512391501,0.5243334702077349,0.3434773231755308,0.6078642512391501,0.8393256334288287,0.891513225702435,102.78566785058491,102.14232582496324,102.78566785058491,102.14232582496324,101.02648253709339,104.1374439827111,106.01983062891077,123.17708719879215,0.15123283554367248,3,-0.021470909977816754,1206.0,1305.0,1227.6000000000001,0.9824046920821113,1.063049853372434,0,0.2777777777777778,-11.564736347741267,249,222,67.29135624011757
225,Southeast Missouri St.,OVC,14-18,104.42755634551226,132,109.26079121428745,303,0.3727806451877714,225,14,18,8,9,8-9,0.40182323338782966,0.36605286312020896,0.40947348571847153,0.40182323338782966,0.36605286312020896,0.40947348571847153,0.8830516869204242,0.9001758678185888,99.74035040220264,103.02396889889745,99.74035040220264,103.02396889889745,106.94761202222453,109.74598753055541,108.47465483401386,121.74867991664725,0.20955874227508187,2,-0.061969859103914005,1325.0,1317.0,1235.9,1.0720932114248725,1.0656201958087224,0,0.47058823529411764,-12.145794729676453,263,300,71.49345848169176
226,Dartmouth,Ivy,9-16,96.46899281454472,291,101.18509887645835,147,0.36612118110095576,226,9,16,6,8,6-8,0.4447031129686016,0.48838289845593885,0.4103832815142651,0.4447031129686016,0.48838289845593885,0.4103832815142651,0.8790847866744584,0.842383798126971,102.27365627708582,104.15892969835839,102.27365627708582,104.15892969835839,96.66092018466891,100.87831885365657,105.39126894469557,118.62488254853628,0.20419245515239792,1,-0.07450684428774873,952.0,928.0,943.0125,1.0095306265823623,0.9840802746517145,0,0.42857142857142855,-11.10568468827587,245,315,64.54431853140046
227,UT Arlington,SB,11-18,97.14671301931267,277,101.91873100046112,166,0.365524794326673,227,11,18,7,10,7-10,0.4886493646715824,0.5645446485126855,0.4396874209291076,0.4886493646715824,0.5645446485126855,0.4396874209291076,0.8320804127192487,0.7186134166737043,101.75048079310355,100.66959809424543,101.75048079310355,100.66959809424543,101.0168141904043,103.41079275476231,85.86388092571971,104.50969587363515,0.09449543741299817,5,-0.02766224606602774,1172.0,1175.0,1155.1249999999998,1.0146088085705012,1.0172059300941458,0,0.4117647058823529,-10.816071575095483,240,236,65.28786879201418
228,Marist,MAAC,14-16,99.2396582891678,238,104.16265136949295,222,0.36429212616346046,228,14,16,9,11,9-11,0.37796249768530227,0.3198181726245725,0.4067263851763857,0.37796249768530227,0.3198181726245725,0.4067263851763857,0.9166709077397537,0.928318243908048,99.49269698762235,104.46637629594433,99.49269698762235,104.46637629594433,101.34665257436264,103.30660919968084,0,0,0,0,-0.030042806667453348,1379.0,1363.0,1352.95,1.0192542222550722,1.0074282124247016,0,0.45,-11.769636087178766,256,241,66.11299030257798
229,Southern,SWAC,17-14,94.76281955064997,315,99.51979932811841,123,0.36279256777076485,229,17,14,12,6,12-6,0.3440046628983776,0.5263972928234109,0.21502402212416727,0.3440046628983776,0.5263972928234109,0.21502402212416727,0.8836257278423987,0.7743881142771634,98.92165449427733,104.64720655038307,98.92165449427733,104.64720655038307,95.57072320201415,99.21994240663265,102.27643222009517,92.32456838302663,0.7644517776693999,3,0.006114977410527689,1235.0,1100.0,1222.6625,1.0100906832425138,0.8996759121998099,0,0.6666666666666666,-8.645248524706378,195,165,70.16676913556435
230,Rider,MAAC,14-19,98.46622260405775,251,103.45649028913459,205,0.361575617112293,230,14,19,8,12,8-12,0.4000465171856048,0.3646075793389999,0.40699337606498576,0.4000465171856048,0.3646075793389999,0.40699337606498576,0.9008389413093805,0.8860140375627585,99.87143361426844,103.69194782431723,99.87143361426844,103.69194782431723,97.8447212606857,103.70602016652776,0,0,0,0,-0.05590367169686278,1345.0,1378.0,1368.75,0.982648401826484,1.0067579908675799,0,0.4,-13.60177657258273,288,288,66.87866421897927
231,Kennesaw St.,ASun,13-18,103.36930248603844,155,108.68959112197075,293,0.3595858920968985,231,13,18,7,9,7-9,0.4165897314084931,0.4390162329204251,0.39591035482353226,0.4165897314084931,0.4390162329204251,0.39591035482353226,0.8732964564743166,0.8216117977633716,102.29222076350473,103.31292861184329,102.29222076350473,103.31292861184329,103.38710170707658,107.88467841288164,90.61256537296951,94.05880485069636,0.39430217281863567,3,-0.06326389130789922,1148.0,1123.0,1069.5875,1.073310972688069,1.0499374758960813,0,0.4375,-11.940770198028227,258,302,66.13459473601048
232,Eastern Washington,BSky,18-15,102.65028495178062,168,107.9596123848501,280,0.3589471588400171,232,18,15,11,9,11-9,0.3544353899026748,0.4414817043331935,0.31495049037268835,0.3544353899026748,0.4414817043331935,0.31495049037268835,0.8925013038095208,0.7979687286326275,100.76314640320999,105.98707163582665,100.76314640320999,105.98707163582665,103.80641001021301,108.62291917997058,102.46071184797798,98.97476865795548,0.598223005845755,2,0.015116471658002228,1548.0,1513.0,1425.0375000000001,1.0862872029683428,1.061726445795286,0,0.55,-9.65044106753831,225,141,69.34823019889899
